id,mind,hedera,ecmp
293,1.03E-06,1.03E-06,1.03E-06
294,25.44032831,25.44032831,25.44032831
295,0.080327782,0.080327782,0.080327782
298,0.296957167,0.296957167,0.296957167
299,1.72E-06,1.72E-06,1.72E-06
300,56.84636153,56.84636153,56.84636153
301,0.066261985,0.066261985,0.066261985
306,521.3800031,521.3800031,521.3800031
307,50.87002485,50.87002485,50.87002485
308,38.79002485,38.79002485,38.79002485
312,0.270230207,0.270230207,0.270230207
315,0.063962973,0.063962973,0.063962973
316,0.060022027,0.060022027,0.060022027
319,0.297573915,0.297573915,0.297573915
320,0.07878315,0.07878315,0.07878315
323,81.33000013,81.33000013,81.33000013
324,129.7862871,129.7862871,129.7862871
325,0.096287128,0.096287128,0.096287128
327,0.06920325,0.06920325,0.06920325
331,42.569197,42.569197,42.569197
332,0.080328306,0.080328306,0.080328306
333,6.26E-06,6.26E-06,6.26E-06
334,72.74002425,72.74002425,72.74002425
335,0.060024253,0.060024253,0.060024253
337,1.72E-06,1.72E-06,1.72E-06
338,0.066300453,0.066300453,0.066300453
344,3.06E-06,3.06E-06,3.06E-06
345,137.8045721,137.8045721,137.8045721
346,0.092390846,0.092390846,0.092390846
353,0.062892271,0.062892271,0.062892271
357,0.073001831,0.073001831,0.073001831
358,286.9285533,286.9285533,286.9285533
361,76.22000013,76.22000013,76.22000013
362,0.096287128,0.096287128,0.096287128
365,0.06920325,0.06920325,0.06920325
367,0.16614631,0.16614631,0.16614631
369,202.7300099,202.7300099,202.7300099
370,177.3600099,177.3600099,177.3600099
371,6.26E-06,6.26E-06,6.26E-06
372,0.060024253,0.060024253,0.060024253
373,0.314825317,0.314825317,0.314825317
375,1.72E-06,1.72E-06,1.72E-06
376,79.96304209,79.96304209,79.96304209
379,0.469032389,0.469032389,0.469032389
380,536.6862217,536.6862217,536.6862217
382,3.06E-06,3.06E-06,3.06E-06
383,209.3138017,209.3138017,209.3138017
385,0.304198107,0.304198107,0.304198107
386,0.159324756,0.159324756,0.159324756
388,0.310165574,0.310165574,0.310165574
391,131.5328944,131.5328944,131.5328944
393,0.314825317,0.314825317,0.314825317
394,0.326797311,0.326797311,0.326797311
395,0.128553275,0.128553275,0.128553275
396,0.469032389,0.469032389,0.469032389
398,0.294025753,0.294025753,0.294025753
399,2.630000128,2.630000128,2.630000128
400,211.1562871,211.1562871,211.1562871
401,0.303406615,0.303406615,0.303406615
405,0.303332853,0.303332853,0.303332853
406,0.290058135,0.290058135,0.290058135
407,743.3500099,743.3500099,743.3500099
409,117.8600055,117.8600055,117.8600055
410,0.060023655,0.060023655,0.060023655
411,0.31722261,0.31722261,0.31722261
415,0.296957167,0.296957167,0.296957167
417,0.314720174,0.314720174,0.314720174
418,19.56868988,19.56868988,19.56868988
420,0.471598665,0.471598665,0.471598665
421,0.091189764,0.091189764,0.091189764
424,0.29378603,0.29378603,0.29378603
425,0.280209901,0.280209901,0.280209901
426,36.10005814,36.10005814,36.10005814
428,0.288671744,0.288671744,0.288671744
429,11.39027088,11.39027088,11.39027088
433,290.2285533,290.2285533,290.2285533
435,22.1269557,22.1269557,22.1269557
436,0.297572365,0.297572365,0.297572365
438,0.300932304,0.300932304,0.300932304
439,0.298504458,0.298504458,0.298504458
442,0.293947169,0.293947169,0.293947169
444,0.317138258,0.317138258,0.317138258
445,176.4000099,176.4000099,176.4000099
448,0.299195531,0.299195531,0.299195531
450,0.280976389,0.280976389,0.280976389
451,36.18920585,36.18920585,36.18920585
456,0.297572365,0.297572365,0.297572365
459,9.730002992,9.730002992,9.730002992
468,16.91919553,16.91919553,16.91919553
469,0.29000008,0.29000008,0.29000008
473,0.314764302,0.314764302,0.314764302
476,529.9790324,529.9790324,529.9790324
478,0.29000008,0.29000008,0.29000008
480,39.96753998,39.96753998,39.96753998
485,0.300932304,0.300932304,0.300932304
489,0.297540889,0.297540889,0.297540889
491,0.317138258,0.317138258,0.317138258
492,0.299205846,0.299205846,0.299205846
498,0.293947152,0.293947152,0.293947152
499,0.314825317,0.314825317,0.314825317
501,0.299205846,0.299205846,0.299205846
502,0.469032389,0.469032389,0.469032389
506,22.28097639,22.28097639,22.28097639
511,0.300932304,0.300932304,0.300932304
515,0.290174571,0.290174571,0.290174571
517,0.317138258,0.317138258,0.317138258
524,0.293947152,0.293947152,0.293947152
525,0.28000816,0.28000816,0.28000816
532,0.290058135,0.290058135,0.290058135
536,0.297540889,0.297540889,0.297540889
541,0.296283991,0.296283991,0.296283991
548,0.299004627,0.299004627,0.299004627
551,0.280008875,0.280008875,0.280008875
562,0.297540889,0.297540889,0.297540889
574,0.299004627,0.299004627,0.299004627
